id,kaynak,chunk_idx,soru,cevap,tip,baglam
1595642_c0006_639,1595642.pdf,6,Kıdem Tazminatı Karşılığı ne kadar oldu?,0,sayısal,"eşin Ödenen Vergi ve Diğer 
Yükümlülükleri (-)
35
-7.534.286.101
-4.498.085.030
Diğer Vergi ve Benzeri Yükümlülük Karşılıkları
0
0
DİĞER RİSKLERE İLİŞKİN KARŞILIKLAR
940.951.588
2.737.955.079
Kıdem Tazminatı Karşılığı
0
0
Sosyal Yardım Sandığı Varlık Açıkları Karşılığı
0
0
Maliyet Giderleri Karşılığ"
1570151_c0000_969,1570151.pdf,0,2025 yılına ait Grup'sun konsolide net geliri ne kadar oldu?,"10,3 Milyar TL",sayısal,"2025 Yılı Entegre Faaliyet Raporu
BİM BİRLEŞİK MAĞAZALAR A.Ş.
Faaliyet Raporu (Konsolide)
2025 - 4. 3 Aylık Bildirim
KAMUYU AYDINLATMA PLATFORMU
Özet Bilgi
KAP'ta yayınlanma tarihi ve saati: 11.03.2026 01:05:58
https://www.kap.org.tr/tr/Bildirim/1570151

Bağımsız Denetim Kuruluşu
GÜNEY BAĞIMSIZ DENE"
1598897_c0002_152,1598897.pdf,2,İlişkili Taraflardan uzun vadeli borçlanmaların kısa vadeli kısımlarının değişimi ne kadar oldu?,-92.449,sayısal,"
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
TOPLAM DURAN VARLIKLAR
1.672.387
1.560.333
TOPLAM VARLIKLAR
2.1"
1474006_c0002_870,1474006.pdf,2,Bu dönemde şirketin genel performansı nasıl idi?,"Şirketin genel performansı bu dönemde iyi idi. Karı ve borçlar arttı, ancak bu da şirketin büyüme hızını etkilemedi.",özet,"5
4.761.105
3.538.314
İlişkili Olmayan Taraflardan Ticari Alacaklar
7
1.912.982.139
1.421.582.550
Diğer Alacaklar
81.975.633
73.326.400
İlişkili Olmayan Taraflardan Diğer Alacaklar
8
81.975.633
73.326.400
Peşin Ödenmiş Giderler
9
10.779.301
16.070.484
ARA TOPLAM
2.402.018.598
2.569.481.969
TOPLAM DÖ"
1468847 (1)_c0008_474,1468847 (1).pdf,8,19.617.000 $'ın ne kadarı Menkul Kıymet İhraçlarında Satın Alma Garantilerinden?,0,sayısal,"0
19.617.000
0
19.617.000
Diğer Cirolar
0
0
0
0
0
0
Menkul Kıymet İhraçlarında Satın Alma 
Garantilerimizden
0
0
0
0
0
0
Faktoring Garantilerinden
0
0
0
0
0
0
Diğer Garantilerimizden
0
4.150.987
4.150.987
0
3.539.092
3.539.092
Diğer Kefaletlerimizden
0
0
0
0
0
0
TAAHHÜTLER
5.3.1
1.860.602.052
177.87"
1464868_c0013_642,1464868.pdf,13,İkramiye ve İndirimler Karşılığı (-) ne kadar?,0,sayısal,"ım Düşülmüş Olarak) (+/-)
0
0
0
0
Devam Eden Riskler Karşılığı (-)
0
0
0
0
Devam Eden Riskler Karşılığında Reasürör Payı (+)
0
0
0
0
Gelir Tablosu

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
1566087_c0001_308,1566087.pdf,1,Konsolide finansal tabloların bağımsız denetimine ilişkin sorumluluklar ne kadar-longüzdür?,Grup'tan bağımsız olduğumuzu beyan ederiz.,sayısal,"ide Finansal Tabloların Bağımsız Denetimine İlişkin Sorumlulukları
şekilde açıklanmıştır. KGK tarafından yayımlanan ve kamu yararını ilgilendiren kuruluşların konsolide finansal tablolarının bağımsız denetimleri için geçerli olan 
Bağımsız Denetçiler için Etik Kurallar (Bağımsızlık Standartları Dahi"
1113258_c0012_145,1113258.pdf,12,Toplam Kapsamlı Gelirin Dağılımı ne kadar oldu?,8.716.943 TL,sayısal,"
8.716.943
7.031.500
Toplam Kapsamlı Gelirin Dağılımı
Kontrol Gücü Olmayan Paylar
290.725
161.643
Ana Ortaklık Payları
8.426.218
6.869.857

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
1479968_c0003_835,1479968.pdf,3,Özkaynağa Dayalı Finansal Araçlara Yapılan Yatırımlara İlişkin Finansal Riskten Korunma Kazançları (Kayıpları) ne kadar?,2.479.890,sayısal,"rşılıklar
1.512.756
692.571
Diğer Kısa Vadeli Yükümlülükler
828.738
640.620
ARA TOPLAM
58.458.705
33.187.203
TOPLAM KISA VADELİ YÜKÜMLÜLÜKLER
58.458.705
33.187.203
UZUN VADELİ YÜKÜMLÜLÜKLER
Uzun Vadeli Borçlanmalar
6
20.879.282
38.193.147
Uzun Vadeli Karşılıklar
2.086.916
1.956.625
Çalışanlara Sağla"
1477828_c0002_833,1477828.pdf,2,Riskten Korunma Amaçlı Türev Araçlar ne kadar?,16.178.583,sayısal,"evduatlar
3.284.579
2.403.336
Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılan 
Finansal Varlıklar
45.893.657
43.872.518
Gerçeğe Uygun Değer Farkı Kar/Zarara Yansıtılarak 
Ölçülen Diğer Finansal Varlıklar
7
45.893.657
43.872.518
Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire 
Yansıtılan Finansal Var"
1477063_c0007_891,1477063.pdf,7,Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para Çevrim Farkları ne kadar oldu?,120.210.046 TL,sayısal,"arar Olarak Yeniden Sınıflandırılacaklar
-406.412.159
452.619.460
-410.494.168
75.663.151
Yurtdışındaki İşletmelerin Çevrimine İlişkin Yabancı Para 
Çevrim Farkları
120.210.046
59.674.681
48.465.798
11.334.903
Gerçeğe Uygun Değer Farkı Diğer Kapsamlı Gelire 
Yansıtılan Finansal Varlıklara İlişkin Di"
1509279_c0000_654,1509279.pdf,0,Önceki döneme göre 30.09.2025 tarihinde varlıkların toplamı ne kadar arttı?,183.906.647 - 592.467.791 = -408.560.144 TL,karşılaştırma,"30.09.2025 Finansal Rapor
MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.
Finansal Rapor 
Konsolide Olmayan 
2025 - 3. 3 Aylık Bildirim
KAMUYU AYDINLATMA PLATFORMU
Finansal Tablolara ilişkin Genel Açıklama
KAP'ta yayınlanma tarihi ve saati: 30.10.2025 18:22:30
https://www.kap.org.tr/tr/Bildirim/1509279

"
1507407_c0010_542,1507407.pdf,10,Bu dönemde şirketin genel performansı ne?,Sermaye Azaltımı ve Sermaye Avansı ile birlikte şirketin genel performansı azaldı.,özet,"26.596
14.265.473
461.076 14.726.549
Dönem Karı (Zararı)
0
6.626.596
6.626.596
380.778
7.007.374
Diğer Kapsamlı Gelir (Gider)
-57.751
9.293.004
-1.585.659
14.877
-25.594
7.638.877
80.298
7.719.175
Sermaye Arttırımı
Sermaye Azaltımı
Sermaye Avansı
Birleşme/Bölünme/Tasfiye Etkisi
Ortak Kontrole Tabi T"
1109581_c0005_538,1109581.pdf,5,Konsolide finansal tablolara istinaden alacakları ekonomik kararları etkilemesi makul ölçüde bekleniyorsa bu yanlışlıklar önemli olarak kabul edilir.,"Evet, bu durum importantes bir yanlışlık riski oluşturur.",neden," zaman tespit edileceğini garanti 
etmez. Yanlışlıklar hata veya hile kaynaklı olabilir. Yanlışlıkların, tek başına veya toplu olarak, finansal tablo 
kullanıcılarının bu konsolide tablolara istinaden alacakları ekonomik kararları etkilemesi makul ölçüde 
bekleniyorsa bu yanlışlıklar önemli olarak k"
1512392_c0008_592,1512392.pdf,8,0 ile 1.998.049 arasında olan diğer kapsamlı gelirin sınıflandırılması için hangi faktörler önemlidir?,Vergi etkileri ve tanımlanmış fayda planları,neden,"emiyle Değerlenen Yatırımların Diğer 
Kapsamlı Gelirinden Kar veya Zararda 
Sınıflandırılmayacak Paylar
0
0
0
0
Kar veya Zararda Yeniden Sınıflandırılmayacak Diğer 
Kapsamlı Gelire İlişkin Vergiler
-878
-1.132
1.322
568
Tanımlanmış Fayda Planları Yeniden Ölçüm 
Kazançları (Kayıpları), Vergi Etkisi
-"
1557008_c0005_679,1557008.pdf,5,Dönem içinde emeklilik yükümlülükleri ile çalışanların sosyal yardım planlarına ilişkin ve çalışanlara sağlanan faydaların hesaplanmasında değişikliğe yol açabilecek yönetmelik ve düzenlemelerde önemli değişiklikler olup olmadığı değerlendirilmiştir?,"Devlet tarafından yapılan bir değerlendirmenin ardından, emeklilik yükümlülükleri ile çalışanların sosyal yardım planlarına ilişkin ve çalışanlara sağlanan faydaların hesaplanmasında değişikliğe yol açabilecek yönetmelik ve düzenlemelerde önemli değişiklikler bulunmamıştır.",neden,"lilik sonrası 
Dönem içinde emeklilik yükümlülükleri ile çalışanların 
sosyal yardım planlarına ilişkin ve çalışanlara sağlanan 
faydaların hesaplanmasında değişikliğe yol açabilecek 
yönetmelik ve düzenlemelerde önemli değişiklikler olup 
olmadığı değerlendirilmiştir. Aktüeryal varsayımların 
uygun"
1598813_c0006_876,1598813.pdf,6,Dönem net kâr vey 2023?,Not available,tarih," Karşılıklar
12.612.152
4.884.551
17.496.703
10.370.854
4.795.669
15.166.523
CARİ VERGİ BORCU
5.2.10
35.992.391
130.058
36.122.449
24.572.569
621.597
25.194.166
ERTELENMİŞ VERGİ BORCU
5.2.10
58.600
0
58.600
0
0
0
SATIŞ AMAÇLI ELDE TUTULAN VE DURDURULAN 
FAALİYETLERE İLİŞKİN DURAN VARLIK BORÇLARI (Ne"
1563181_c0019_861,1563181.pdf,19,Maddi Duran Varlıklar Yeniden Değerleme Artışları (Azalışları) ne kadar oldu?,10.732,sayısal,"mlardan Kaynaklanan 
Kazançlar (Kayıplar)
0
0
Maddi Duran Varlıklar Yeniden Değerleme Artışları (Azalışları)
0
0
Maddi Olmayan Duran Varlıklar Yeniden Değerleme Artışları (
Azalışları)
10.732
-3.374
Kullanım Hakkı Varlıkları Yeniden Değerleme Artışları (Azalışları)
0
0
Tanımlanmış Fayda Planları Yen"
1480299_c0027_821,1480299.pdf,27,Neden arttı/azaldı? Yabancı para çevrim farkları ve nakit ve nakit benzerleri üzerinde ne kadar etkisi var?,"Yabancı para çevrim farklarının nakit ve nakit benzerleri üzerinde etkisinin artması, şirketin finansal performansı üzerinde önemli bir impact yaratmıştır.",neden,"ENFLASYON ETKİSİ
0
0
YABANCI PARA ÇEVRİM FARKLARININ ETKİSİNDEN ÖNCE NAKİT 
VE NAKİT BENZERLERİNDEKİ NET ARTIŞ (AZALIŞ)
5.040
6.256
Yabancı Para Çevrim Farklarının Nakit ve Nakit Benzerleri 
Üzerindeki Etkisi
0
0
NAKİT VE NAKİT BENZERLERİNDEKİ NET ARTIŞ (AZALIŞ)
5.040
6.256
DÖNEM BAŞI NAKİT VE NAKİT"
1477669_c0006_117,1477669.pdf,6,Finansman Giderleri ne kadar oldu?,-5.856.941.475,sayısal,"zkaynak Yöntemiyle Değerlenen Yatırımların Karlarından (
Zararlarından) Paylar
3
62.478.200
42.209.516
39.865.678
27.569.688
FİNANSMAN GELİRİ (GİDERİ) ÖNCESİ FAALİYET KARI (ZARARI)
612.040.240
4.797.012.726
3.430.995.539
5.537.281.668
Finansman Gelirleri
19
8.862.534.695
789.588.073
6.269.527.912
43"
1475240_c0007_483,1475240.pdf,7,Faiz Gelirleri ile İlgili Düzeltmeler ne kadar oldu?,23,sayısal,"lerden Dönem Karı (Zararı)
1.929.482
196.426
Dönem Net Karı (Zararı) Mutabakatı İle İlgili Düzeltmeler
-1.519.617
438.762
Amortisman ve İtfa Gideri İle İlgili Düzeltmeler
13, 14, 15
407.225
407.336
Değer Düşüklüğü (İptali) İle İlgili Düzeltmeler
4.826
4.260
Stok Değer Düşüklüğü (İptali) ile İlgili D"
1514970_c0003_301,1514970.pdf,3,Proje Halindeki Yatırım Amaçlı Gayrimenkuller ne kadar valuealandır?,7,sayısal,"vam Eden İnşaat ve Taahhüt İşlerinden Doğan 
Sözleşme Varlıkları
0
0
Mal ve Hizmet Satışlarından Doğan Sözleşme Varlıkları
0
0
Diğer Sözleşme Varlıkları
0
0
İmtiyaz Sözleşmelerine İlişkin Finansal Varlıklar
0
0
Türev Araçlar
0
0
Alım Satım Amaçlı Türev Araçlar
0
0
Riskten Korunma Amaçlı Türev Araçla"
1557665_c0006_288,1557665.pdf,6,Konsolide finansal tablolardaki hata veya hile kaynaklı önemli bir yanlışlık riski ne kadar yüksektir?,"Hile kaynaklı importante bir yanlışlık riski, hata kaynaklı importante bir yanlışlık riskinden yüksektir.",karşılaştırma,"ksek bir güvence seviyesidir 
ancak, var olan önemli bir yanlışlığın her zaman tespit edileceğini garanti etmez. Yanlışlıklar hata veya hile 
kaynaklı olabilir. Yanlışlıkların, tek başına veya toplu olarak, finansal tablo kullanıcılarının bu konsolide 
tablolara istinaden alacakları ekonomik kararla"
1565981_c0011_816,1565981.pdf,11,Önceki yıla göre Banka Kredileri ile İlişkili Olmayan Taraflandan Kısa Vadeli Borçlanmaların tutarları nasıl değişti?,Nasıl değişti... 15.738.278 - 2.634.252 = 13.103.026,karşılaştırma,"

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
"
1557665_c0015_890,1557665.pdf,15,2022 yılında şirketin Maddi Duran Varlık Değer Düşüklüğü (İptali) ile İlgili Düzeltmeler ne kadar oldu?,10,sayısal," (İptali) ile İlgili Düzeltmeler
10
-1.010.173
202.278
Maddi Duran Varlık Değer Düşüklüğü (İptali) ile İlgili 
Düzeltmeler
14
-632.086
-134.026
Karşılıklar İle İlgili Düzeltmeler
2.741.364
2.268.436
Çalışanlara Sağlanan Faydalara İlişkin Karşılıklar (
İptali) ile İlgili Düzeltmeler
19
1.929.850
1.64"
1555903_c0003_331,1555903.pdf,3,31 Aralık 2025 tarihi itibarıyla konsolide finansal tablolarda belirsiz ömürlü maddi olmayan duran varlıklar olarak muhasebeleştirilen tutar nedir?,28.959 milyon TL ve 90.702 milyon TL,sayısal,"r düşüklüğü
31 Aralık 2025 tarihi itibarıyla konsolide finansal 
tablolarda belirsiz ömürlü maddi olmayan duran 
varlıklar olarak muhasebeleştirilen sırasıyla 28.959 
milyon TL ve 90.702 milyon TL tutarlarında marka 
ve şerefiye bedelleri yer almaktadır. TFRS gereği, 
söz konusu belirsiz ömürlü madd"
1508070_c0006_787,1508070.pdf,6,Kisa vadeli yükümlülükler toplağı ne kadar?,83.955.123.030,sayısal,"167.261.893
3.258.795.586
Dönem Karının Peşin Ödenen Vergi ve Diğer 
Yükümlülükleri (-)
19
-1.232.988.693
-2.340.895.465
Diğer Vergi ve Benzeri Yükümlülük Karşılıkları
0
0
DİĞER RİSKLERE İLİŞKİN KARŞILIKLAR
0
0
Kıdem Tazminatı Karşılığı
0
0
Sosyal Yardım Sandığı Varlık Açıkları Karşılığı
0
0
Maliyet"
1471462_c0007_523,1471462.pdf,7,Ödenecek Sosyal Güvenlik Kesintileri ne kadar oldu?,85.083.433,sayısal,".263.743
-3.978.507
İLİŞKİLİ TARAFLARA BORÇLAR
19
1.475.970
11.125.055
Ortaklara Borçlar
189.735
36.840
İştiraklere Borçlar
4.145
0
Bağlı Ortaklıklara Borçlar
0
0
Müşterek Yönetime Tabi Teşebbüslere Borçlar
0
0
Personele Borçlar
1.282.090
11.088.215
Diğer İlişkili Taraflara Borçlar
0
0
DİĞER BORÇLAR"
1113258_c0014_741,1113258.pdf,14,Neden Borç Ödemelerine İlişkin Nakit Çıkışları 7 ayda ne kadar oldu?,Borç Ödemelerine İlişkin Nakit Çıkışları 7 ayda -4.318.939 TL,neden,".524
Alınan Temettüler
3
332.043
254.817
Diğer Nakit Girişleri (Çıkışları)
59.535
-2.022.423
FİNANSMAN FAALİYETLERİNDEN NAKİT AKIŞLARI
7.169.704
-3.179.428
İşletmenin Kendi Paylarını ve Diğer Özkaynağa Dayalı 
Araçlarını Satmasından Kaynaklanan Nakit Girişleri
26
132.364
0
Borçlanmadan Kaynaklanan N"
1477817_c0007_510,1477817.pdf,7,Nasıl değişti Satışların Maliyeti?,-71.490.009 < -68.307.706 < -36.797.375,karşılaştırma,"Paylar
0
0
TOPLAM ÖZKAYNAKLAR
219.706.432
218.141.215
TOPLAM KAYNAKLAR
457.381.687
401.679.898

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Sunum Para Birimi
1."
1552589_c0002_968,1552589.pdf,2,TFRS 9 ile birlikte finansal araçların sınıflandırılmasının Banka'nın kullandığı iş modeline ve sözleşmeye bağlı nakit akışlarının özelliklerine göre yapılması ne demektir?,"TFRS 9 ile birlikte, finansal araçların sınıflandırılması, Banka'nın kullandığı iş modeline ve sözleşmeye bağlı nakit akışlarının özelliklerine göre yapılır. Bu, daha accurate ve reliable bir şekilde nakit akışlarını hesaplamak için necessary informationları sağlar.",karşılaştırma,"l varlıklara ilişkin değer 
düşüklüğünün finansal tablolara alınması ve 
önemli açıklamalar
Üçüncü Bölüm 3.8'de açıklandığı üzere Banka, 
finansal varlıkları için TFRS 9 `'Finansal Araçlar
Standardı"" kapsamında beklenen kredi 
zararlarını hesaplamakta ve finansal tablolara 
almaktadır. Tarafımızca f"
1566681_c0018_968,1566681.pdf,18,Dönem Başı Bakiyeler 31.956.801.475 ne kadar?,2.627.313.791,sayısal,"
-419.475
-8.773.325.678
-1.053.661.627
3.626.538.121
31.956.801.475
2.627.313.791
53.201.282.506
5.085.890.987 58.287.173.493
Özkaynaklar Değişim Tablosu
Özkaynaklar Değişim Tablosu
Dönem Başı Bakiyeler
1.226.338.236
17.396.662.226
-81.136.466
6.276.171.903
-419.475
-8.773.325.678
-1.053.661.627
3."
1546392_c0018_862,1546392.pdf,18,Diğer Teknik Gelirler 0 ile ne kadar oldu?,0,sayısal,") (+/-)
0
0
Muallak Tazminatlar Karşılığı (-)
0
0
Muallak Tazminatlar Karşılığında Reasürör Payı (+)
0
0
İkramiye ve İndirimler Karşılığında Değişim (Reasürör 
Payı ve Devreden Kısım Düşülmüş Olarak) (+/-)
0
0
İkramiye ve İndirimler Karşılığı (-)
0
0
İkramiye ve İndirimler Karşılığında Reasürans Pay"
1477669_c0004_459,1477669.pdf,4,Önceki yıla göre toplanınmış uzun vadeli yükümlülükler ne kadar arttı?,Uzun vadeli borçlanmalar ve uzun vadeli karşılıklar önceki yıla göre %22.5 arttı.,karşılaştırma,"
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Uzun Vadeli Borçlanmalar
22
166.085.410.756
137.056.673.716
İlişkili Olmayan Taraflardan Uzun Vadeli Borçlanmalar
166.085.410.756
137.056.673.716
Banka Kredileri
22
2.708.532.094
808.687.12"
1507407_c0000_998,1507407.pdf,0,Nasıl değişti TAV HAVALİMANLARI HOLDİNG A.Ş.'nin varlıklarında 2025 yılına göre 3.3 aylık dönemde %,kar/zarara yansıtılan değerler nedeniyle %,karşılaştırma,"TAVHL Finansal Tablolar
TAV HAVALİMANLARI HOLDİNG A.Ş.
Finansal Rapor
Konsolide
2025 - 3. 3 Aylık Bildirim
KAMUYU AYDINLATMA PLATFORMU
Finansal Tablolara ilişkin Genel Açıklama
KAP'ta yayınlanma tarihi ve saati: 23.10.2025 18:15:46
https://www.kap.org.tr/tr/Bildirim/1507407

 
 
 
 
 
 
 
 
 
 
 
 
"
1508070_c0012_851,1508070.pdf,12,Dönem Karı veya Zararı ne kadar oldu?,11.124.863.874,sayısal,"ım Yönetim Giderleri-Faiz Dahil (-)
4.2
-30.835.133
-46.480.808
-10.391.407
-11.404.730
Yatırımlar Değer Azalışları (-)
4.2
-413.124.133
-484.611.290
389.089.322
-314.517.850
Yatırımların Nakte Çevrilmesi Sonucunda Oluşan 
Zararlar (-)
4.2
-675.196.344
-183.546.804
-97.184.577
-26.223.170
Hayat Dışı"
1563307_c0011_722,1563307.pdf,11,Önceki Dönemle comparison: Dönem Karı (Zararı),Önceki Dönemde -2.214.517.845 TL karı (zararı) vardı.,karşılaştırma,"ların Diğer Kapsamlı 
Gelirinden Kar/Zararda Sınıflandırılmayacak Diğer Paylar
-79.532.339
38.825.318
Diğer Kar veya Zarar Olarak Yeniden Sınıflandırılmayacak Diğer 
Kapsamlı Gelir Unsurları
27
85.399.426
199.295.583
Kar veya Zararda Yeniden Sınıflandırılmayacak Diğer Kapsamlı 
Gelire İlişkin Vergil"
1549021_c0012_612,1549021.pdf,12,İştiraklere Borçlar ne kadardır?,0,sayısal,"89.788.163
Emeklilik Faaliyetlerinden Borçlar
0
0
Diğer Esas Faaliyetlerden Borçlar
19
3.013.679.844
2.160.706.785
Diğer Esas Faaliyetlerden Borçlar Borç Senetleri 
Reeskontu (-)
19
-2.484.738
-3.978.507
İLİŞKİLİ TARAFLARA BORÇLAR
19
2.387.635
11.125.055
Ortaklara Borçlar
189.735
36.840
İştiraklere "
1479536_c0011_689,1479536.pdf,11,Dönem Başı Bakiyeler 2024 yılında ne oldu?,500.000.000 TL,sayısal," 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
Sunum Para Birimi
TL
Finansal Tablo Niteliği
Konsolide
Dipnot Referansı
Özkaynaklar
Ana Ortaklığa Ait Özkaynaklar
Kontrol Gücü Olmayan Paylar
Ödenmiş Serm"
1566046_c0001_938,1566046.pdf,1,Bilanço gününü izleyen ilk üç ay içinde hazırlanan yıllık faaliyet raporunu genel kurula sunan responsible neye ait olur?,Grup yönetimi,sayısal," tarafından yayımlanan ve kamu yararını ilgilendiren kuruluşların konsolide ve konsolide olmayan finansal tablolarının bağımsız 
denetimi için geçerli olan Bağımsız Denetçiler için Etik Kurallar (Bağımsızlık Standartları Dahil) (Etik Kurallar) ile finansal tabloların bağımsız denetimiyle ilgili 
mev"
1468847_c0004_358,1468847.pdf,4,4.205.423 ne kadar satış amaçlı?,4.205.423,sayısal,".084
Satış Amaçlı
4.205.423
41.508
4.246.931
3.756.800
50.284
3.807.084
Durdurulan Faaliyetlere İlişkin
0
0
0
0
0
0
ORTAKLIK YATIRIMLARI
15.086.853
504.718
15.591.571
8.821.160
190.908
9.012.068
İştirakler (Net)
5.1.10
211.409
37
211.446
171.876
29
171.905
Bilanço (Finansal Durum Tablosu) (TFRS 9'a "
1564377_c0016_292,1564377.pdf,16,Neden ana ortaklık paylarının değişimi -6.480.133 oldu?,"Bu değişim, şirketin cari dönem karı (zararı) ile ilgilidir ve bu değişim, cari dönem karı (zararı)'nın artmasıyla ilgili olarak gerçekleşmiştir.",neden,"rin Dağılımı
Kontrol Gücü Olmayan Paylar
0
0
Ana Ortaklık Payları
2.342.586
-6.480.133
Diğer Kapsamlı Gelir Tablosu

 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 "
1558025_c0001_689,1558025.pdf,1,Konsolide finansal tabloların bağımsız denetimine ilişkin etik kurallar neye dayanır?,Sermaye Piyasası Kurulu mevzuatında ve ilgili diğer mevzuatta kamu yararını ilgilendiren kuruluşların konsolide finansal tablolarının bağımsız denetimleri için geçerli olan (Etik Kurallar) ile,neden," Denetçinin Konsolide Finansal Tabloların Bağımsız Denetimine İlişkin Sorumlulukları
şekilde açıklanmıştır. KGK tarafından yayımlanan ve kamu yararını ilgilendiren kuruluşların konsolide finansal tablolarının bağımsız denetimleri için geçerli olan 
 
 (Etik Kurallar) ile Sermaye Piyasası Kurulu mevz"
1109581_c0010_414,1109581.pdf,10,TOPLAM KAYNAKLAR ne kadar oldu?,163.945.473 TL,sayısal,"den Ölçüm 
Kazançları (Kayıpları)
-57.834
-101.108
Kar veya Zararda Yeniden Sınıflandırılacak Birikmiş 
Diğer Kapsamlı Gelirler (Giderler)
17.502.288
9.213.439
Yabancı Para Çevrim Farkları
17.202.279
9.402.111
Riskten Korunma Kazançları (Kayıpları)
300.009
-188.672
Kardan Ayrılan Kısıtlanmış Yedekle"
1475240_c0008_263,1475240.pdf,8,Faaliyetler ile İlgili Diğer Borçlardaki Artış (Azalış) ile İlgili Düzeltmeler ne kadar oldu?,-6.220,sayısal,"erle İlgili Diğer Alacaklardaki Azalış (Artış) ile 
İlgili Düzeltmeler
-923
39.794
Stoklardaki Azalışlar (Artışlar) İle İlgili Düzeltmeler
-72.867
387.429
Peşin Ödenmiş Giderlerdeki Azalış (Artış)
-100.535
26.436
Ticari Borçlardaki Artış (Azalış) ile İlgili Düzeltmeler
245.230
-103.164
Faaliyetler i"
1113258_c0004_415,1113258.pdf,4,Hile kaynaklı önemli bir yanlışlığı tespit edememe riski ne kadar yüksek midir?,Yüksektir,sayısal," denetim prosedürleri 
tasarlanmakta ve uygulanmakta ve görüşümüze dayanak teşkil edecek yeterli ve uygun denetim kanıtı elde edilmektedir (Hile; muvazaa, sahtekarlık, kasıtlı ihmal, 
gerçeğe aykırı beyan veya iç kontrol ihlali fiillerini içerebildiğinden, hile kaynaklı önemli bir yanlışlığı tespit "
1598444_c0010_334,1598444.pdf,10,Kredi Kart Harcama Limit Taahhütleri ne kadar oldu?,1.325.342.548,sayısal,"racılık Taahhütleri
0
0
Zorunlu Karşılık Ödeme Taahhüdü
0
0
Çekler İçin Ödeme Taahhütleri
22.966.721
22.966.721
17.128.402
17.128.402
İhracat Taahhütlerinden Kaynaklanan Vergi ve Fon 
Yükümlülükleri
55.447
55.447
28.260
28.260
Kredi Kartı Harcama Limit Taahhütleri
1.325.342.548
1.325.342.548
1.567.9"
